,ingredient_id,recipe_id,ingredient_name,original_ingredient_amount,original_ingredient_unit,ingredient_remainder,recipe_source,new_ingredient_amount,new_ingredient_unit,common_ingredient_name,ingredient_category,default_unit
1666,Y108_08,Y108,brown rice noodles,8.0,oz.,(wide),yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
1667,Y108_09,Y108,sea salt,,,(to taste),yummly,,tablespoon,salt,sauce / salt,tablespoon
1668,Y108_10,Y108,cucumber,1.0,,"(medium, thinly sliced)",yummly,1.0,cup,cucumber,vegetable,cup
1669,Y108_11,Y108,shredded carrot,0.5,cup,,yummly,0.5,cup,carrot,vegetable,cup
1670,Y108_12,Y108,sliced scallions,0.25,cup,,yummly,0.25,cup,scallion / spring onion / green onion,vegetable,cup
1671,Y108_13,Y108,thai chile,1.0,,"(fresh, thinly sliced, optional)",yummly,1.0,unit,thai chili,chili / pepper,unit
1672,Y108_14,Y108,lime wedge,,,(cut into wedges),yummly,,unit,lime wedge,lime / lemon,unit
1673,Y109_00,Y109,rice noodles,1.0,pkg.,,yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
1674,Y109_01,Y109,zucchini,1.0,,(chopped),yummly,1.0,unit,zucchini / courgette / baby marrow,vegetable,unit
1675,Y109_02,Y109,tofu,1.0,pkg.,,yummly,15.0,ounce,tofu,tofu,ounce
1676,Y109_03,Y109,edamame,0.5,cup,,yummly,8.0,tablespoon,edamame,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1677,Y109_04,Y109,carrots,2.0,,(chopped),yummly,1.333333333,cup,carrot,vegetable,cup
1678,Y109_05,Y109,garlic cloves,3.0,,(chopped),yummly,3.0,clove,garlic,herbs,clove
1679,Y109_06,Y109,green onions,2.0,,(chopped),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
1680,Y109_07,Y109,bean sprouts,0.5,cup,(or more),yummly,0.5,cup,bean sprout,vegetable,cup
1681,Y109_08,Y109,peanuts,0.25,cup,(crushed),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1682,Y109_09,Y109,canola oil,1.0,Tbsp.,(or oil of your choice),yummly,1.0,tablespoon,canola oil,oil,tablespoon
1683,Y109_10,Y109,cilantro,,,(optional),yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1684,Y109_11,Y109,soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
1685,Y109_12,Y109,fish sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,fish sauce,sauce / salt,tablespoon
1686,Y109_13,Y109,rice vinegar,1.0,Tbsp.,,yummly,1.0,tablespoon,vinegar,vinegar,tablespoon
1687,Y109_14,Y109,maple syrup,3.0,Tbsp.,(you can also use brown sugar or honey),yummly,3.0,tablespoon,maple syrup,sugar / sweeteners / syrup,tablespoon
1688,Y109_15,Y109,peanut butter,4.0,Tbsp.,,yummly,4.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1689,Y109_16,Y109,water,0.333333333,cup,,yummly,0.333333333,cup,water,water,cup
1690,Y109_17,Y109,lime,1.0,,,yummly,1.0,unit,lime,lime / lemon,unit
1691,Y110_00,Y110,spaghetti squash,6.0,cups,"(2 big squash, 1 small squash)",yummly,120.0,ounce,spaghetti squash,noodle / spaghetti,ounce
1692,Y110_01,Y110,extra firm tofu,14.0,oz.,(diced),yummly,14.0,ounce,firm tofu,tofu,ounce
1693,Y110_02,Y110,olive oil,1.0,Tbsp.,,yummly,1.0,tablespoon,olive oil,oil,tablespoon
1694,Y110_03,Y110,red onion,1.0,,(large),yummly,1.0,cup,red onion,onion,cup
1695,Y110_04,Y110,garlic cloves,4.0,,(minced),yummly,4.0,clove,garlic,herbs,clove
1696,Y110_05,Y110,shredded carrots,1.0,cup,,yummly,1.0,cup,carrot,vegetable,cup
1697,Y110_06,Y110,bean sprouts,1.5,cups,,yummly,1.5,cup,bean sprout,vegetable,cup
1698,Y110_07,Y110,green onions,1.0,bunch,(chopped),yummly,1.5,cup,scallion / spring onion / green onion,vegetable,cup
1699,Y110_08,Y110,unsalted peanuts,0.5,cup,"(chopped, plus 1 tbs. for garnish)",yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1700,Y110_09,Y110,fish sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
1701,Y110_10,Y110,apple cider vinegar,2.0,Tbsp.,,yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1702,Y110_11,Y110,peanut butter,0.5,Tbsp.,(I used extra chunky!),yummly,0.5,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1703,Y110_12,Y110,stevia,1.0,tsp.,(optional),yummly,0.333333333,tablespoon,sweetener,sugar / sweeteners / syrup,tablespoon
1704,Y110_13,Y110,lime,1.0,,,yummly,1.0,unit,lime,lime / lemon,unit
1705,Y110_14,Y110,red pepper flakes,2.0,tsp.,,yummly,2.0,teaspoon,chili flakes,chili / pepper,teaspoon
1706,Y110_15,Y110,garlic clove,1.0,,(minced),yummly,1.0,clove,garlic,herbs,clove
1707,Y111_00,Y111,chicken breast,1.0,lb.,,yummly,16.0,ounce,chicken breast,meat,ounce
1708,Y111_01,Y111,freshly ground pepper,,,,yummly,,teaspoon,ground pepper,chili / pepper,teaspoon
1709,Y111_02,Y111,olive oil,1.0,Tbsp.,,yummly,1.0,tablespoon,olive oil,oil,tablespoon
1710,Y111_03,Y111,honey,1.0,Tbsp.,,yummly,1.0,tablespoon,honey,sugar / sweeteners / syrup,tablespoon
1711,Y111_04,Y111,chili garlic sauce,2.0,tsp.,,yummly,0.666666666,tablespoon,chili garlic sauce,sauce / salt,tablespoon
1712,Y111_05,Y111,rice wine vinegar,3.0,Tbsp.,,yummly,3.0,tablespoon,vinegar,vinegar,tablespoon
1713,Y111_06,Y111,low sodium soy sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1714,Y111_07,Y111,peanut butter,1.0,Tbsp.,(natural no added sugar),yummly,1.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1715,Y111_08,Y111,water,0.25,cup,,yummly,0.25,cup,water,water,cup
1716,Y111_09,Y111,medium zucchini,1.0,,"(spiralized, about 1 cup)",yummly,1.0,unit,zucchini / courgette / baby marrow,vegetable,unit
1717,Y111_10,Y111,medium carrots,2.0,,"(spiralized, about 1 cup)",yummly,1.333333333,cup,carrot,vegetable,cup
1718,Y111_11,Y111,pad thai brown rice noodles,1.0,cup,(cooked),yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
1719,Y111_12,Y111,bean sprouts,1.0,cup,,yummly,1.0,cup,bean sprout,vegetable,cup
1720,Y111_13,Y111,cabbage,1.0,cup,(thinly sliced),yummly,1.0,cup,cabbage,vegetable,cup
1721,Y111_14,Y111,lime wedge,1.0,,(quartered),yummly,1.0,unit,lime wedge,lime / lemon,unit
1722,Y111_15,Y111,unsalted peanuts,0.25,cup,"(dry roasted, crushed)",yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1723,Y111_16,Y111,chopped cilantro,2.0,Tbsp.,,yummly,2.0,tablespoon,coriander / cilantro,herbs,tablespoon
1724,Y112_00,Y112,soy sauce,6.0,Tbsp.,(or Tamari sauce if you’re gluten-free),yummly,6.0,tablespoon,soy sauce,sauce / salt,tablespoon
1725,Y112_01,Y112,fish sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,fish sauce,sauce / salt,tablespoon
1726,Y112_02,Y112,rice vinegar,2.0,Tbsp.,,yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1727,Y112_03,Y112,brown sugar,3.0,Tbsp.,(or maple syrup),yummly,3.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1728,Y112_04,Y112,peanut butter,8.0,Tbsp.,,yummly,8.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1729,Y112_05,Y112,water,0.666666667,cup,,yummly,0.666666667,cup,water,water,cup
1730,Y112_06,Y112,lime,1.0,,,yummly,1.0,unit,lime,lime / lemon,unit
1731,Y112_07,Y112,chicken breasts,2.0,,(large),yummly,16.0,ounce,chicken breast,meat,ounce
1732,Y112_08,Y112,garlic,3.0,cloves,,yummly,3.0,clove,garlic,herbs,clove
1733,Y112_09,Y112,green onions,6.0,,(chopped),yummly,1.5,cup,scallion / spring onion / green onion,vegetable,cup
1734,Y112_10,Y112,cabbage,0.5,,"(a head of, chopped)",yummly,0.5,cup,cabbage,vegetable,cup
1735,Y112_11,Y112,carrots,2.0,,(peeled and sliced),yummly,1.333333333,cup,carrot,vegetable,cup
1736,Y112_12,Y112,mini sweet peppers sliced,4.0,,,yummly,4.0,unit,pepper,chili / pepper,unit
1737,Y112_13,Y112,chopped peanuts,0.25,cup,,yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1738,Y112_14,Y112,rice noodles,1.0,container,(I use Annie Chun’s rice noodles),yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
1739,Y112_15,Y112,toasted sesame oil,2.0,Tbsp.,,yummly,2.0,tablespoon,sesame oil,oil,tablespoon
1740,Y112_16,Y112,bean sprouts,,,(optional.  I couldn’t find these anywhere in my area.),yummly,,cup,bean sprout,vegetable,cup
1741,Y113_00,Y113,rice noodles,4.0,oz.,(uncooked thick),yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
1742,Y113_01,Y113,uncooked small shrimp,0.5,lb.,(peeled and deveined),yummly,8.0,ounce,shrimp,meat,ounce
1743,Y113_02,Y113,canola oil,2.0,tsp.,,yummly,0.666666666,tablespoon,canola oil,oil,tablespoon
1744,Y113_03,Y113,onion,1.0,,"(large, chopped)",yummly,1.5,cup,onion,onion,cup
1745,Y113_04,Y113,garlic clove,1.0,,(minced),yummly,1.0,clove,garlic,herbs,clove
1746,Y113_05,Y113,egg,1.0,,(lightly beaten),yummly,1.0,unit,egg,egg,unit
1747,Y113_06,Y113,coleslaw mix,3.0,cups,,yummly,9.0,ounce,coleslaw,vegetable,ounce
1748,Y113_07,Y113,green onions,4.0,,(thinly sliced),yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
1749,Y113_08,Y113,rice vinegar,0.333333333,cup,,yummly,5.333333328,tablespoon,vinegar,vinegar,tablespoon
1750,Y113_09,Y113,sugar,0.25,cup,,yummly,4.0,tablespoon,sugar,sugar / sweeteners / syrup,tablespoon
1751,Y113_10,Y113,reduced sodium soy sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
1752,Y113_11,Y113,fish sauce,2.0,Tbsp.,(or additional reduced-sodium soy sauce),yummly,2.0,tablespoon,fish sauce,sauce / salt,tablespoon
1753,Y113_12,Y113,chili garlic sauce,3.0,tsp.,,yummly,0.999999999,tablespoon,chili garlic sauce,sauce / salt,tablespoon
1754,Y113_13,Y113,salted peanuts,2.0,Tbsp.,(chopped),yummly,2.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1755,Y113_14,Y113,cilantro leaves,,,(Chopped fresh),yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1756,Y114_00,Y114,rice sticks,125.0,grams,"(Chang's Pad Thai dried, Note 1)",yummly,4.409245,ounce,rice vermicelli,noodle / spaghetti,ounce
1757,Y114_01,Y114,tamarind puree,1.5,Tbsp.,(Note 2),yummly,1.5,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
1758,Y114_02,Y114,brown sugar,3.0,Tbsp.,(packed),yummly,3.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1759,Y114_03,Y114,fish sauce,2.0,Tbsp.,(Note 3),yummly,2.0,tablespoon,fish sauce,sauce / salt,tablespoon
1760,Y114_04,Y114,oyster sauce,1.5,Tbsp.,(Note 4),yummly,1.5,tablespoon,oyster sauce,sauce / salt,tablespoon
1761,Y114_05,Y114,vegetable oil,3.0,Tbsp.,,yummly,3.0,tablespoon,vegetable oil,oil,tablespoon
1762,Y114_06,Y114,onion,0.5,,"(sliced, brown, yellow)",yummly,0.5,cup,onion,onion,cup
1763,Y114_07,Y114,garlic cloves,2.0,,(finely chopped),yummly,2.0,clove,garlic,herbs,clove
1764,Y114_08,Y114,chicken breast,150.0,grams,"(or thigh, thinly sliced)",yummly,5.291094,ounce,chicken breast,meat,ounce
1765,Y114_09,Y114,eggs,2.0,,(lightly whisked),yummly,2.0,unit,egg,egg,unit
1766,Y114_10,Y114,beansprouts,1.5,cups,,yummly,1.5,cup,bean sprout,vegetable,cup
1767,Y114_11,Y114,firm tofu,0.5,cup,"(cut into 3cm / 1 1/4"" batons, see photo)",yummly,4.0,ounce,firm tofu,tofu,ounce
1768,Y114_12,Y114,garlic chives,0.25,cup,"(cut into 3cm / 1 1/4"" pieces)",yummly,0.25,cup,chinese chive,vegetable,cup
1769,Y114_13,Y114,chopped peanuts,0.25,cup,(finely),yummly,4.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1770,Y114_14,Y114,lime wedges,,,(essential),yummly,,unit,lime wedge,lime / lemon,unit
1771,Y114_15,Y114,chilli pepper,,,"(Ground, optional)",yummly,,teaspoon,chili,chili / pepper,teaspoon
1772,Y114_16,Y114,beansprouts,,,(More),yummly,,cup,bean sprout,vegetable,cup
1773,Y115_00,Y115,zucchinis,3.0,,(medium),yummly,3.0,unit,zucchini / courgette / baby marrow,vegetable,unit
1774,Y115_01,Y115,large carrots,3.0,,,yummly,3.0,cup,carrot,vegetable,cup
1775,Y115_02,Y115,green onions,2.0,,(chopped),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
1776,Y115_03,Y115,purple cabbage,1.0,cup,(shredded),yummly,1.0,cup,cabbage,vegetable,cup
1777,Y115_04,Y115,cauliflower florets,1.0,cup,,yummly,1.0,cup,cauliflower florets,vegetable,cup
1778,Y115_05,Y115,mung bean sprouts,1.0,cup,"(or radish sprouts, spicy, optional)",yummly,1.0,cup,bean sprout,vegetable,cup
1779,Y115_06,Y115,peanuts,0.5,cup,"(crushed, optional)",yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1780,Y115_07,Y115,fresh coriander,0.5,cup,"(chopped, /cilantro, optional)",yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
1781,Y115_08,Y115,tahini,0.25,cup,,yummly,4.0,tablespoon,tahini,sauce / salt,tablespoon
1782,Y115_09,Y115,almond butter,0.25,cup,"(or cashew butter, peanut butter)",yummly,4.0,tablespoon,almond butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1783,Y115_10,Y115,tamari,0.25,cup,"(gluten-free, as required)",yummly,4.0,tablespoon,soy sauce,sauce / salt,tablespoon
1784,Y115_11,Y115,agave,2.0,Tbsp.,(or maple syrup),yummly,2.0,tablespoon,agave syrup,sugar / sweeteners / syrup,tablespoon
1785,Y115_12,Y115,lime juice,2.0,Tbsp.,,yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
1786,Y115_13,Y115,garlic,1.0,clove,(minced),yummly,1.0,clove,garlic,herbs,clove
1787,Y115_14,Y115,ginger root,1.0,tsp.,(grated),yummly,1.0,teaspoon,minced ginger,herbs,teaspoon
1788,Y116_00,Y116,fish sauce,0.25,cup,(60 ml/ 2 fl oz),yummly,4.0,tablespoon,fish sauce,sauce / salt,tablespoon
1789,Y116_01,Y116,coconut aminos,1.0,Tbsp.,"(or more fish sauce, 15 ml)",yummly,1.0,tablespoon,coconut aminos,sauce / salt,tablespoon
1790,Y116_02,Y116,sriracha,1.0,Tbsp.,(or sambal olek - you can make your own Sriracha),yummly,1.0,tablespoon,sriracha sauce,sauce / salt,tablespoon
1791,Y116_03,Y116,garlic,2.0,cloves,(crushed),yummly,2.0,clove,garlic,herbs,clove
1792,Y116_04,Y116,almond butter,4.0,Tbsp.,"(or almond butter, 64 g/ 2.3 oz)",yummly,4.0,tablespoon,almond butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1793,Y116_05,Y116,salt,,,,yummly,,tablespoon,salt,sauce / salt,tablespoon
1794,Y116_06,Y116,pepper,,,,yummly,,unit,pepper,chili / pepper,unit
1795,Y116_07,Y116,erythritol,2.0,Tbsp.,"(or 5-7 drops liquid stevia, optional)",yummly,2.0,tablespoon,sweetener,sugar / sweeteners / syrup,tablespoon
1796,Y116_08,Y116,chicken thighs,500.0,grams,"(boneless and skinless, 17.6 oz)",yummly,17.63698,ounce,chicken thigh,meat,ounce
1797,Y116_09,Y116,shirataki noodles,2.0,,"(packs, 400 g/ 14.1 oz)",yummly,28.2,ounce,shirataki noodle,noodle / spaghetti,ounce
1798,Y116_10,Y116,large eggs,4.0,,,yummly,4.0,unit,egg,egg,unit
1799,Y116_11,Y116,spring onions,2.0,,"(medium, 30 g/ 1.1 oz)",yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
1800,Y116_12,Y116,bean sprouts,2.0,cups,(100 g/ 3.5 oz),yummly,2.0,cup,bean sprout,vegetable,cup
1801,Y116_13,Y116,cilantro,0.25,cup,(chopped),yummly,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
1802,Y116_14,Y116,flaked almonds,0.25,cup,"(toasted, 15 g/ 0.5 oz)",yummly,4.0,tablespoon,almond,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1803,Y116_15,Y116,fresh lime juice,2.0,Tbsp.,(~ 1/2 lime + more for garnish),yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
1804,Y116_16,Y116,ghee,1.0,Tbsp.,"(or extra virgin coconut oil, you can make your own ghee, 70 g/ 2.5 oz)",yummly,1.0,tablespoon,ghee,cheese / butter,tablespoon
1805,Y116_17,Y116,red cabbage,2.0,cups,"(shredded, for garnish, 140 g/ 4.9 oz + 1.8 g net carbs per serving, optional)",yummly,2.0,cup,cabbage,vegetable,cup
1806,Y117_00,Y117,toasted sesame oil,2.5,Tbsp.,(divided),yummly,2.5,tablespoon,sesame oil,oil,tablespoon
1807,Y117_01,Y117,sunflower butter,0.5,cup,(or sub creamy peanut butter if you aren't avoiding peanuts),yummly,8.0,tablespoon,sunflower butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1808,Y117_02,Y117,lime,0.5,,,yummly,0.5,unit,lime,lime / lemon,unit
1809,Y117_03,Y117,coconut aminos,1.0,Tbsp.,(or sub soy sauce if you aren't avoiding soy),yummly,1.0,tablespoon,coconut aminos,sauce / salt,tablespoon
1810,Y117_04,Y117,raw honey,3.0,Tbsp.,,yummly,3.0,tablespoon,honey,sugar / sweeteners / syrup,tablespoon
1811,Y117_05,Y117,rice vinegar,1.0,tsp.,,yummly,0.333333333,tablespoon,vinegar,vinegar,tablespoon
1812,Y117_06,Y117,coconut milk,0.5,cup,(for the sauce),yummly,0.5,cup,coconut milk,coconut milk,cup
1813,Y117_07,Y117,sweet potato,1.0,,"(spiralized, or julienned)",yummly,1.0,unit,potato,vegetable,unit
1814,Y117_08,Y117,carrots,2.0,,"(large, spiralized, or juilienned)",yummly,2.0,cup,carrot,vegetable,cup
1815,Y117_09,Y117,diced red onion,0.25,cup,,yummly,0.25,cup,red onion,onion,cup
1816,Y117_10,Y117,red bell pepper,0.5,,"(stem and seeds removed, then diced)",yummly,0.5,unit,bell pepper,chili / pepper,unit
1817,Y117_11,Y117,eggs,3.0,,,yummly,3.0,unit,egg,egg,unit
1818,Y117_12,Y117,coconut milk,1.0,Tbsp.,,yummly,0.0625,cup,coconut milk,coconut milk,cup
1819,Y117_13,Y117,sunflower seeds,0.5,cup,,yummly,8.0,tablespoon,sunflower seed,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1820,Y117_14,Y117,red cabbage,0.5,cup,(diced),yummly,0.5,cup,cabbage,vegetable,cup
1821,Y117_15,Y117,cilantro,0.25,cup,,yummly,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
1822,Y118_00,Y118,rice noodles,7.0,oz.,(thin flat),yummly,7.0,ounce,rice noodle,noodle / spaghetti,ounce
1823,Y118_01,Y118,eggs,2.0,,,yummly,2.0,unit,egg,egg,unit
1824,Y118_02,Y118,sesame oil,1.0,tsp.,,yummly,0.333333333,tablespoon,sesame oil,oil,tablespoon
1825,Y118_03,Y118,salt,,,,yummly,,tablespoon,salt,sauce / salt,tablespoon
1826,Y118_04,Y118,white pepper,,,,yummly,,unit,pepper,chili / pepper,unit
1827,Y118_05,Y118,vegetable oil,1.0,Tbsp.,,yummly,1.0,tablespoon,vegetable oil,oil,tablespoon
1828,Y118_06,Y118,chicken,0.5,lb.,(cut into thin strips),yummly,8.0,ounce,chicken,meat,ounce
1829,Y118_07,Y118,shredded carrots,0.75,cup,,yummly,0.75,cup,carrot,vegetable,cup
1830,Y118_08,Y118,green onions,3.0,,(chopped and divided),yummly,0.75,cup,scallion / spring onion / green onion,vegetable,cup
1831,Y118_09,Y118,garlic,3.0,cloves,(pressed or minced),yummly,3.0,clove,garlic,herbs,clove
1832,Y118_10,Y118,dry roasted peanuts,0.5,cup,(finely minced and divided),yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1833,Y118_11,Y118,lime wedge,1.0,,(cut into wedges),yummly,1.0,unit,lime wedge,lime / lemon,unit
1834,Y118_12,Y118,chopped fresh cilantro,,,,yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1835,Y118_13,Y118,brown sugar,0.25,cup,,yummly,4.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1836,Y118_14,Y118,rice vinegar,2.0,Tbsp.,,yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1837,Y118_15,Y118,fish sauce,3.0,Tbsp.,"(free fish sauce, I like 2-1/2 T)",yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
1838,Y118_16,Y118,gluten free tamari sauce,2.0,Tbsp.,"(low-sodium, dish will not be GF if using traditional soy sauce)",yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1839,Y118_17,Y118,sriracha hot sauce,2.0,tsp.,(optional),yummly,0.666666666,tablespoon,sriracha sauce,sauce / salt,tablespoon
1840,Y119_00,Y119,mild olive oil,2.0,Tbsp.,(or other flavourless oil),yummly,2.0,tablespoon,olive oil,oil,tablespoon
1841,Y119_01,Y119,peanut butter,0.25,cup,(crunchy organic),yummly,4.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1842,Y119_02,Y119,boiling water,0.25,cup,,yummly,0.25,cup,water,water,cup
1843,Y119_03,Y119,lime juice,2.0,Tbsp.,"(freshly squeezed, 1 to 2 limes)",yummly,2.0,tablespoon,lime juice,lime / lemon,tablespoon
1844,Y119_04,Y119,soy sauce,2.0,Tbsp.,(light if you are watching your salt),yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1845,Y119_05,Y119,light brown sugar,2.0,Tbsp.,(packed),yummly,2.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1846,Y119_06,Y119,rice noodles,7.0,oz.,(dried medium),yummly,7.0,ounce,rice noodle,noodle / spaghetti,ounce
1847,Y119_07,Y119,green cabbage,1.0,,"(finely shredded, I like to use pointed or 'sweetheart' cabbage)",yummly,1.0,cup,cabbage,vegetable,cup
1848,Y119_08,Y119,red pepper,1.0,,(finely sliced),yummly,1.0,unit,pepper,chili / pepper,unit
1849,Y119_09,Y119,carrots,4.0,,"(medium, finely grated)",yummly,2.666666667,cup,carrot,vegetable,cup
1850,Y119_10,Y119,peanuts,0.5,cup,"(finely chopped, divided)",yummly,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1851,Y120_00,Y120,spaghetti squash,4.0,cups,(Cooked),yummly,80.0,ounce,spaghetti squash,noodle / spaghetti,ounce
1852,Y120_01,Y120,extra firm tofu,8.0,oz.,(Sliced),yummly,8.0,ounce,firm tofu,tofu,ounce
1853,Y120_02,Y120,shredded carrots,0.5,cup,,yummly,0.5,cup,carrot,vegetable,cup
1854,Y120_03,Y120,green onions,0.25,cup,,yummly,0.25,cup,scallion / spring onion / green onion,vegetable,cup
1855,Y120_04,Y120,garlic cloves,2.0,,(Minced),yummly,2.0,clove,garlic,herbs,clove
1856,Y120_05,Y120,minced ginger,1.0,Tbsp.,,yummly,3.0,teaspoon,minced ginger,herbs,teaspoon
1857,Y120_06,Y120,coconut oil,1.0,Tbsp.,,yummly,1.0,tablespoon,coconut oil,oil,tablespoon
1858,Y120_07,Y120,egg,1.0,,,yummly,1.0,unit,egg,egg,unit
1859,Y120_08,Y120,egg white,1.0,,,yummly,1.0,unit,egg white,egg,unit
1860,Y120_09,Y120,bean sprouts,0.25,cup,,yummly,0.25,cup,bean sprout,vegetable,cup
1861,Y120_10,Y120,cilantro,,,(optional),yummly,,tablespoon,coriander / cilantro,herbs,tablespoon
1862,Y120_11,Y120,limes,,,(optional),yummly,,unit,lime,lime / lemon,unit
1863,Y120_12,Y120,almonds,,,(optional),yummly,,tablespoon,almond,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1864,Y120_13,Y120,peanut butter,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
1865,Y120_14,Y120,soy sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1866,Y120_15,Y120,white vinegar,1.0,Tbsp.,,yummly,1.0,tablespoon,vinegar,vinegar,tablespoon
1867,Y120_16,Y120,stevia,1.0,Tbsp.,(or Honey),yummly,1.0,tablespoon,sweetener,sugar / sweeteners / syrup,tablespoon
1868,Y120_17,Y120,lime juice,1.0,Tbsp.,,yummly,1.0,tablespoon,lime juice,lime / lemon,tablespoon
1869,Y120_18,Y120,chili paste,1.0,Tbsp.,(more or less depending on heat preference),yummly,3.0,teaspoon,chili paste,chili / pepper,teaspoon
1870,Y121_00,Y121,fish sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
1871,Y121_01,Y121,brown sugar,3.0,Tbsp.,,yummly,3.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
1872,Y121_02,Y121,chicken broth,3.0,Tbsp.,,yummly,0.1875,cup,chicken broth,broth / stock,cup
1873,Y121_03,Y121,rice vinegar,2.0,Tbsp.,,yummly,2.0,tablespoon,vinegar,vinegar,tablespoon
1874,Y121_04,Y121,low sodium soy sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
1875,Y121_05,Y121,thai chili paste,1.0,tsp.,,yummly,1.0,teaspoon,chili paste,chili / pepper,teaspoon
1876,Y121_06,Y121,brown rice noodles,4.0,oz.,"(or half a box, Pad Thai noodles)",yummly,4.0,ounce,rice noodle,noodle / spaghetti,ounce
1877,Y121_07,Y121,zucchini,2.0,,(large),yummly,2.0,unit,zucchini / courgette / baby marrow,vegetable,unit
1878,Y121_08,Y121,carrots,2.0,,"(large, thick)",yummly,2.0,cup,carrot,vegetable,cup
1879,Y121_09,Y121,olive oil,2.0,Tbsp.,(divided),yummly,2.0,tablespoon,olive oil,oil,tablespoon
1880,Y121_10,Y121,yellow onion,0.25,,(cut into lengthwise strips),yummly,0.25,unit,yellow onion,onion,unit
1881,Y121_11,Y121,garlic,2.0,cloves,(minced),yummly,2.0,clove,garlic,herbs,clove
1882,Y121_12,Y121,eggs,2.0,,(lightly beaten),yummly,2.0,unit,egg,egg,unit
