,ingredient_id,recipe_id,ingredient_name,original_ingredient_amount,original_ingredient_unit,ingredient_remainder,recipe_source,new_ingredient_amount,new_ingredient_unit,common_ingredient_name,ingredient_category,default_unit
2625,A008_08,A008,white sugar,1.0,tablespoon,,allrecipes,1.0,tablespoon,white sugar,sugar / sweeteners / syrup,tablespoon
2626,A008_09,A008,salt,1.0,teaspoon,,allrecipes,0.333333333,tablespoon,salt,sauce / salt,tablespoon
2627,A008_10,A008,dried red chili flakes,0.5,teaspoon,,allrecipes,0.5,teaspoon,chili flakes,chili / pepper,teaspoon
2628,A008_11,A008,chopped peanuts,3.0,tablespoons,,allrecipes,3.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2629,A008_12,A008,"bean sprouts, divided",1.0,pound,,allrecipes,4.0,cup,bean sprout,vegetable,cup
2630,A008_13,A008,"green onions, whites cut thinly across and greens sliced into thin lengths - divided",3.0,,,allrecipes,0.75,cup,scallion / spring onion / green onion,vegetable,cup
2631,A008_14,A008,chopped peanuts,3.0,tablespoons,,allrecipes,3.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2632,A008_15,A008,"limes, cut into wedges for garnish",2.0,,,allrecipes,2.0,unit,lime wedge,lime / lemon,unit
2633,A009_00,A009,medium width rice vermicelli noodles,8.0,ounces,,allrecipes,8.0,ounce,rice vermicelli,noodle / spaghetti,ounce
2634,A009_01,A009,vegetable oil,3.0,tablespoons,,allrecipes,3.0,tablespoon,vegetable oil,oil,tablespoon
2635,A009_02,A009,ground chicken,0.25,pound,,allrecipes,4.0,ounce,chicken,meat,ounce
2636,A009_03,A009,hot pepper sauce,1.0,teaspoon,,allrecipes,0.333333333,tablespoon,chili sauce,sauce / salt,tablespoon
2637,A009_04,A009,"red pepper, thinly sliced",1.0,,,allrecipes,1.0,unit,bell pepper,chili / pepper,unit
2638,A009_05,A009,"peeled, deveined raw shrimp",0.5,pound,,allrecipes,8.0,ounce,shrimp,meat,ounce
2639,A009_06,A009,"garlic, minced",3.0,cloves,,allrecipes,3.0,clove,garlic,herbs,clove
2640,A009_07,A009,freshly grated gingerroot,2.0,teaspoons,,allrecipes,2.0,teaspoon,minced ginger,herbs,teaspoon
2641,A009_08,A009,vegetable or chicken broth,0.5,cup,,allrecipes,0.5,cup,chicken broth,broth / stock,cup
2642,A009_09,A009,heinz tomato ketchup,0.5,cup,,allrecipes,8.0,tablespoon,ketchup,sauce / salt,tablespoon
2643,A009_10,A009,lime juice,0.25,cup,,allrecipes,4.0,tablespoon,lime juice,lime / lemon,tablespoon
2644,A009_11,A009,granulated sugar,3.0,tablespoons,,allrecipes,3.0,tablespoon,white sugar,sugar / sweeteners / syrup,tablespoon
2645,A009_12,A009,fish sauce,3.0,tablespoons,,allrecipes,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
2646,A009_13,A009,bean sprouts,1.5,cups,,allrecipes,1.5,cup,bean sprout,vegetable,cup
2647,A009_14,A009,"green onions, thinly sliced",3.0,,,allrecipes,0.75,cup,scallion / spring onion / green onion,vegetable,cup
2648,A009_15,A009,fresh coriander or parsley leaves,0.25,cup,,allrecipes,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
2649,A009_16,A009,chopped peanuts,0.0,,,allrecipes,0.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2650,A010_00,A010,pad thai rice noodles,1.0,(8 ounce) package,,allrecipes,8.0,ounce,rice noodle,noodle / spaghetti,ounce
2651,A010_01,A010,tamarind paste,0.25,cup,,allrecipes,4.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2652,A010_02,A010,boiling water,0.3333333333333333,cup,,allrecipes,0.3333333333333333,cup,water,water,cup
2653,A010_03,A010,ketchup,0.25,cup,,allrecipes,4.0,tablespoon,ketchup,sauce / salt,tablespoon
2654,A010_04,A010,"limes, juiced",2.0,,,allrecipes,2.0,tablespoon,lime juice,lime / lemon,tablespoon
2655,A010_05,A010,soy sauce,3.0,tablespoons,,allrecipes,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
2656,A010_06,A010,white sugar,1.0,tablespoon,,allrecipes,1.0,tablespoon,white sugar,sugar / sweeteners / syrup,tablespoon
2657,A010_07,A010,chili paste (sambal oelek),1.0,tablespoon,,allrecipes,3.0,teaspoon,chili paste,chili / pepper,teaspoon
2658,A010_08,A010,vegetable oil,0.25,cup,,allrecipes,4.0,tablespoon,vegetable oil,oil,tablespoon
2659,A010_09,A010,"firm tofu, drained and cubed",0.5,pound,,allrecipes,8.0,ounce,firm tofu,tofu,ounce
2660,A010_10,A010,"garlic, minced",5.0,cloves,,allrecipes,5.0,clove,garlic,herbs,clove
2661,A010_11,A010,"eggs, beaten",4.0,,,allrecipes,4.0,unit,egg,egg,unit
2662,A010_12,A010,bean sprouts,3.0,cups,,allrecipes,3.0,cup,bean sprout,vegetable,cup
2663,A010_13,A010,coarsely ground peanuts,0.5,cup,,allrecipes,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2664,A010_14,A010,"green onions, thinly sliced",5.0,,,allrecipes,1.25,cup,scallion / spring onion / green onion,vegetable,cup
2665,A011_00,A011,dried rice noodles,10.0,ounces,,allrecipes,10.0,ounce,rice noodle,noodle / spaghetti,ounce
2666,A011_01,A011,brown sugar,4.0,tablespoons,,allrecipes,4.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
2667,A011_02,A011,"soy sauce, or to taste",4.0,tablespoons,,allrecipes,4.0,tablespoon,soy sauce,sauce / salt,tablespoon
2668,A011_03,A011,"fish sauce, or to taste",6.0,tablespoons,,allrecipes,6.0,tablespoon,fish sauce,sauce / salt,tablespoon
2669,A011_04,A011,tamarind paste,5.0,tablespoons,,allrecipes,5.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2670,A011_05,A011,vegetable oil,2.0,tablespoons,,allrecipes,2.0,tablespoon,vegetable oil,oil,tablespoon
2671,A011_06,A011,"chicken breast, thinly sliced",12.0,ounces,,allrecipes,12.0,ounce,chicken breast,meat,ounce
2672,A011_07,A011,"firm tofu, sliced",1.0,(7 ounce) package,,allrecipes,7.0,ounce,firm tofu,tofu,ounce
2673,A011_08,A011,"garlic, chopped",3.0,cloves,,allrecipes,3.0,clove,garlic,herbs,clove
2674,A011_09,A011,shrimp paste,1.0,tablespoon,,allrecipes,1.0,tablespoon,shrimp paste,shrimp paste,tablespoon
2675,A011_10,A011,eggs,3.0,,,allrecipes,3.0,unit,egg,egg,unit
2676,A011_11,A011,chopped spring onions,2.0,tablespoons,,allrecipes,0.125,cup,scallion / spring onion / green onion,vegetable,cup
2677,A011_12,A011,dry roasted peanuts,0.75,cup,,allrecipes,12.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2678,A011_13,A011,bean sprouts,2.0,cups,,allrecipes,2.0,cup,bean sprout,vegetable,cup
2679,A011_14,A011,"lime, cut into wedges",1.0,,,allrecipes,1.0,unit,lime wedge,lime / lemon,unit
2680,A012_00,A012,1 (14-ounce) package stir-fry rice noodles,0.0,,,allrecipes,0.0,ounce,rice noodle,noodle / spaghetti,ounce
2681,A012_01,A012,"hillshire farm® smoked sausage, cut crosswise into 1/2-inch-thick slices",1.0,(14 ounce) package,,allrecipes,14.0,ounce,sausage,meat,ounce
2682,A012_02,A012,vegetable oil,2.0,tablespoons,,allrecipes,2.0,tablespoon,vegetable oil,oil,tablespoon
2683,A012_03,A012,peeled and deveined small shrimp,0.5,pound,,allrecipes,8.0,ounce,shrimp,meat,ounce
2684,A012_04,A012,"green onions, chopped into 1-inch pieces",6.0,,,allrecipes,1.5,cup,scallion / spring onion / green onion,vegetable,cup
2685,A012_05,A012,"garlic, finely chopped",2.0,cloves,,allrecipes,2.0,clove,garlic,herbs,clove
2686,A012_06,A012,soy sauce,3.0,tablespoons,,allrecipes,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
2687,A012_07,A012,fresh lime juice,3.0,tablespoons,,allrecipes,3.0,tablespoon,lime juice,lime / lemon,tablespoon
2688,A012_08,A012,brown sugar,3.0,tablespoons,,allrecipes,3.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
2689,A012_09,A012,fish sauce,2.0,teaspoons,,allrecipes,0.666666666,tablespoon,fish sauce,sauce / salt,tablespoon
2690,A012_10,A012,chopped fresh cilantro leaves,0.25,cup,,allrecipes,4.0,tablespoon,coriander / cilantro,herbs,tablespoon
2691,A012_11,A012,chopped roasted salted peanuts,0.5,cup,,allrecipes,8.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2692,A013_00,A013,zucchini,3.0,large,,allrecipes,3.0,unit,zucchini / courgette / baby marrow,vegetable,unit
2693,A013_01,A013,chicken stock,0.25,cup,,allrecipes,0.25,cup,chicken stock,broth / stock,cup
2694,A013_02,A013,tamarind paste,2.5,tablespoons,,allrecipes,2.5,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2695,A013_03,A013,low-sodium soy sauce,2.0,tablespoons,,allrecipes,2.0,tablespoon,soy sauce,sauce / salt,tablespoon
2696,A013_04,A013,oyster sauce,2.0,tablespoons,,allrecipes,2.0,tablespoon,oyster sauce,sauce / salt,tablespoon
2697,A013_05,A013,asian chile pepper sauce,1.5,tablespoons,,allrecipes,1.5,tablespoon,chili sauce,sauce / salt,tablespoon
2698,A013_06,A013,worcestershire sauce,1.0,tablespoon,,allrecipes,1.0,tablespoon,worcestershire sauce,sauce / salt,tablespoon
2699,A013_07,A013,fresh lime juice,1.0,tablespoon,,allrecipes,1.0,tablespoon,lime juice,lime / lemon,tablespoon
2700,A013_08,A013,white sugar,1.0,tablespoon,,allrecipes,1.0,tablespoon,white sugar,sugar / sweeteners / syrup,tablespoon
2701,A013_09,A013,sesame oil,2.0,tablespoons,,allrecipes,2.0,tablespoon,sesame oil,oil,tablespoon
2702,A013_10,A013,chopped garlic,1.0,tablespoon,,allrecipes,3.0,clove,garlic,herbs,clove
2703,A013_11,A013,"skinless, boneless chicken breasts, cut into 1-inch cubes",12.0,ounces,,allrecipes,12.0,ounce,chicken breast,meat,ounce
2704,A013_12,A013,peeled and deveined shrimp,8.0,ounces,,allrecipes,8.0,ounce,shrimp,meat,ounce
2705,A013_13,A013,"eggs, beaten",2.0,,,allrecipes,2.0,unit,egg,egg,unit
2706,A013_14,A013,"water, or as needed (optional)",2.0,tablespoons,,allrecipes,0.125,cup,water,water,cup
2707,A013_15,A013,"bean sprouts, divided",3.0,cups,,allrecipes,3.0,cup,bean sprout,vegetable,cup
2708,A013_16,A013,"green onions, chopped into 1-inch pieces",6.0,,,allrecipes,1.5,cup,scallion / spring onion / green onion,vegetable,cup
2709,A013_17,A013,chopped unsalted dry-roasted peanuts,2.0,tablespoons,,allrecipes,2.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2710,A013_18,A013,chopped fresh basil,0.25,cup,,allrecipes,0.25,cup,basil,vegetable,cup
2711,A014_00,A014,"pad thai rice noodles, soaked in water overnight and drained",2.0,cups,,allrecipes,8.0,ounce,rice noodle,noodle / spaghetti,ounce
2712,A014_01,A014,vegetable broth,0.5,cup,,allrecipes,0.5,cup,vegetable broth,broth / stock,cup
2713,A014_02,A014,vegetable oil,2.0,tablespoons,,allrecipes,2.0,tablespoon,vegetable oil,oil,tablespoon
2714,A014_03,A014,brown sugar,1.0,tablespoon,,allrecipes,1.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
2715,A014_04,A014,soy sauce,1.0,tablespoon,,allrecipes,1.0,tablespoon,soy sauce,sauce / salt,tablespoon
2716,A014_05,A014,rice wine vinegar,1.0,tablespoon,,allrecipes,1.0,tablespoon,vinegar,vinegar,tablespoon
2717,A014_06,A014,peanut butter,1.5,teaspoons,,allrecipes,0.4999999995,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2718,A014_07,A014,chopped fresh cilantro,1.0,teaspoon,,allrecipes,0.333333333,tablespoon,coriander / cilantro,herbs,tablespoon
2719,A014_08,A014,onion powder,1.0,teaspoon,,allrecipes,1.0,teaspoon,onion powder,onion,teaspoon
2720,A014_09,A014,tamarind paste,1.0,teaspoon,,allrecipes,0.333333333,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2721,A014_10,A014,hot chile paste,1.0,teaspoon,,allrecipes,1.0,teaspoon,chili paste,chili / pepper,teaspoon
2722,A014_11,A014,garlic powder,0.75,teaspoon,,allrecipes,0.75,teaspoon,garlic powder,herbs,teaspoon
2723,A014_12,A014,sesame oil,0.5,teaspoon,,allrecipes,0.1666666665,tablespoon,sesame oil,oil,tablespoon
2724,A014_13,A014,crushed red pepper flakes,0.5,teaspoon,,allrecipes,0.5,teaspoon,chili flakes,chili / pepper,teaspoon
2725,A014_14,A014,ground coriander,0.25,teaspoon,,allrecipes,0.08333333325,tablespoon,coriander / cilantro,herbs,tablespoon
2726,A014_15,A014,ground ginger,0.25,teaspoon,,allrecipes,0.25,teaspoon,ground ginger,herbs,teaspoon
2727,A014_16,A014,salt and ground black pepper to taste,0.0,,,allrecipes,0.0,teaspoon,ground black pepper,chili / pepper,teaspoon
2728,A014_17,A014,vegetable oil,3.0,tablespoons,,allrecipes,3.0,tablespoon,vegetable oil,oil,tablespoon
2729,A014_18,A014,chopped broccoli,0.3333333333333333,cup,,allrecipes,0.3333333333333333,cup,broccoli,vegetable,cup
2730,A014_19,A014,chopped carrots,0.3333333333333333,cup,,allrecipes,0.3333333333333333,cup,carrot,vegetable,cup
2731,A014_20,A014,"snow peas, trimmed",0.3333333333333333,cup,,allrecipes,5.333333333333333,tablespoon,snow pea,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2732,A014_21,A014,"sliced water chestnuts, drained",0.3333333333333333,cup,,allrecipes,0.3333333333333333,cup,water chestnut,vegetable,cup
2733,A014_22,A014,"baby corn, drained",0.3333333333333333,cup,,allrecipes,0.3333333333333333,cup,baby corn,vegetable,cup
2734,A014_23,A014,sliced fresh mushrooms,0.3333333333333333,cup,,allrecipes,0.3333333333333333,cup,mushroom,mushroom,cup
2735,A014_24,A014,sliced zucchini,0.3333333333333333,cup,,allrecipes,0.222222222,unit,zucchini / courgette / baby marrow,vegetable,unit
2736,A014_25,A014,vegetable oil,1.0,tablespoon,,allrecipes,1.0,tablespoon,vegetable oil,oil,tablespoon
2737,A014_26,A014,chopped peanuts for topping,1.0,tablespoon,,allrecipes,1.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2738,A014_27,A014,chopped cilantro,1.0,tablespoon,,allrecipes,1.0,tablespoon,coriander / cilantro,herbs,tablespoon
2739,A014_28,A014,paprika for garnish,1.0,pinch,,allrecipes,0.0625,teaspoon,paprika,chili / pepper,teaspoon
2740,A015_00,A015,rice wine vinegar,0.5,cup,,allrecipes,8.0,tablespoon,vinegar,vinegar,tablespoon
2741,A015_01,A015,white sugar,0.5,cup,,allrecipes,8.0,tablespoon,white sugar,sugar / sweeteners / syrup,tablespoon
2742,A015_02,A015,oyster sauce,0.25,cup,,allrecipes,4.0,tablespoon,oyster sauce,sauce / salt,tablespoon
2743,A015_03,A015,tamarind pulp,2.0,tablespoons,,allrecipes,2.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2744,A015_04,A015,dried rice noodles,1.0,(12 ounce) package,,allrecipes,12.0,ounce,rice noodle,noodle / spaghetti,ounce
2745,A015_05,A015,"cold water, as needed",0.0,,,allrecipes,0.0,cup,water,water,cup
2746,A015_06,A015,peanut oil,0.5,cup,,allrecipes,8.0,tablespoon,peanut oil,oil,tablespoon
2747,A015_07,A015,eggs,4.0,,,allrecipes,4.0,unit,egg,egg,unit
2748,A015_08,A015,minced garlic,1.5,teaspoons,,allrecipes,1.5,clove,garlic,herbs,clove
2749,A015_09,A015,"chicken breast, cut into 1/2-inch strips",12.0,ounces,,allrecipes,12.0,ounce,chicken breast,meat,ounce
2750,A015_10,A015,"white sugar, or more to taste",1.5,tablespoons,,allrecipes,1.5,tablespoon,white sugar,sugar / sweeteners / syrup,tablespoon
2751,A015_11,A015,salt,1.5,teaspoons,,allrecipes,0.4999999995,tablespoon,salt,sauce / salt,tablespoon
2752,A015_12,A015,"dry-roasted, unsalted peanuts",1.5,cups,,allrecipes,24.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2753,A015_13,A015,dried ground asian radish,1.5,teaspoons,,allrecipes,0.4999999995,tablespoon,ground radish,vegetable,tablespoon
